Institute,Program,Degree,Quota,Category,Gender,Opening_Rank,Closing_Rank
Maulana Azad National Institute of Technology Bhopal Energy and,Electrical Vehicle,"Engineering (4 Years, Bachelor of",Technology) Other,State,OBC-NCL,36133,36516
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Home,State,OPEN,57231,58348
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Home,State,EWS,59054,63954
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Home,State,OBC-NCL,69284,70021
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Other,State,OPEN,50508,50883
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Other,State,OPEN,79344,79985
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Other,State,EWS,53591,53591
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Other,State,OBC-NCL,57348,57348
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Other,State,OBC-NCL,84307,84307
Maulana Azad National Institute of Technology Bhopal Mathematics and,Data Science,"(5 Years, Bachelor and Master",of Technology,(Dual,Degree)),17145,17145
Maulana Azad National Institute of Technology Bhopal Mathematics and,Data Science,"(5 Years, Bachelor and Master",of Technology,(Dual,Degree)),18598,18598
Maulana Azad National Institute of Technology Bhopal Mathematics and,Data Science,"(5 Years, Bachelor and Master",of Technology,(Dual,Degree)),156023,156023
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,37312,37312,37312,37312
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,43611,43611,43611,43611
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,169640,174519,169640,174519
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,31932,32397,31932,32397
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,39193,39945,39193,39945
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,38788,39930,38788,39930
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),66436,70981
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,140930,140930,140930,140930
Maulana Azad National Institute of Technology Bhopal Planning (4,"Years, Bachelor",of Planning) All India SC,Female-only (including,Supernumerary),1393,1393,1393
Maulana Azad National Institute of Technology Bhopal Planning (4,"Years, Bachelor",of Planning) Other State OBC-NCL,Female-only (including,Supernumerary),3573,3573,3617
Maulana Azad National Institute of Technology Bhopal Planning (4,"Years, Bachelor",of Planning) Other State SC,Female-only (including,Supernumerary),7516,7516,7516
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,57422,57422,57422,57422
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,175018,175018,175018,175018
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,46245,48247,46245,48247
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,54067,54067,54067,54067
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,58185,58185,58185,58185
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),194702,194702
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,28623,28623,28623,28623
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,29850,29850,29850,29850
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,33951,33951,33951,33951
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,40071,40071,40071,40071
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,41681,41681,41681,41681
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),62438,62438
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,39097,39097,39097,39097
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),74718,74718
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,11552,11552
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,5423,5423
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,6634,6634
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"for DASA-CIWG (4 Years, Bachelor",of Technology),DASA-CIWG,OPEN,256738,256738
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,13869,14272,13869,14272
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,17666,17666,17666,17666
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,75901,75901,75901,75901
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,15690,15690
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,10172,10533
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,11892,12154
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,16085,16085
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,56799,56799
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),38160,38160
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,27198,27198
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,18723,18949
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),27443,27443
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,23734,23734
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,49908,49908,49908,49908
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),65569,65569
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,49843,49843,49843,49843
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,23704,24040,23704,24040
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),30836,30836
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,28361,28757,28361,28757
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Female-only,(including,Supernumerary),41701,41701
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,30404,30404,30404,30404
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,108854,108854,108854,108854
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,24210,24770,24210,24770
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN (PwD),Female-only,(including,1336715,1336715
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,29254,29474,29254,29474
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,30281,30561,30281,30561
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,550551,550551,550551
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),63036,63036
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),64823,64823
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,37762,37762
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,52767,54656
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),302485,302485
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) All India,EWS Gender-Neutral,87069,87069,87069,87069
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) All India,EWS Female-only,(including,Supernumerary),124831,124831
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) All India,ST Gender-Neutral,355806,392415,355806,392415
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,833335,949243,833335,949243
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Female-only,(including,Supernumerary),735705,735705
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,80683,82632,80683,82632
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),113614,113614
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,87262,88653,87262,88653
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),126357,126357
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,84410,85732,84410,85732
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),130691,141813
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,217113,217113,217113,217113
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),267534,267534
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,392451,408768,392451,408768
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) All India EWS Female-only,(including Supernumerary),105395,105395,105395,105395
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),102211,104715,102211,104715
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),107710,107710,107710,107710
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),111970,112555,111970,112555
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),249480,249480,249480,249480
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,EWS,113459,113697
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,ST,437108,501910
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Home,State,SC,1082251,1082251
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OPEN,96288,101698
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,EWS,115923,116053
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OBC-NCL,106579,111126
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,SC,245830,245830
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,ST,509090,510820
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),243236,243236,243236,243236
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),110547,115910,110547,115910
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),117323,117323,117323,117323
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),116435,118914,116435,118914
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),344169,344169,344169,344169
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),All India,EWS,Gender-Neutral,47440,47440
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Home State,OPEN,Gender-Neutral,218902,218902
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OPEN,Gender-Neutral,36441,36441
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,EWS,Gender-Neutral,53848,65165
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OBC-NCL,Gender-Neutral,55721,55721
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,ST,Gender-Neutral,309594,309594
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,558151,558151,558151,558151
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,26266,26266,26266,26266
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),44210,44210
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,30619,30619,30619,30619
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),70075,70337,70075,70337
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),72405,72405,72405,72405
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),73992,75061,73992,75061
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),335408,335408,335408,335408
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,116326,116326,116326,116326
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),114046,114046
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,771130,859227,771130,859227
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Female-only,(including,Supernumerary),576504,576504
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,37449,37795,37449,37795
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) All India,ST Gender-Neutral,267894,268263,267894,268263
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,167791,167791,167791,167791
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,435342,435342,435342,435342
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,43403,44295,43403,44295
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),69563,69563
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,46570,46570,46570,46570
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,51352,53174,51352,53174
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),97774,102050
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,268947,271858,268947,271858
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),All India,EWS,Gender-Neutral,86855,86855
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),All India,ST,Gender-Neutral,421326,432081
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Home State,SC,Gender-Neutral,1069581,1069581
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OPEN,Gender-Neutral,68287,75823
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OBC-NCL,Gender-Neutral,77794,78837
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,SC,Gender-Neutral,217532,217532
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,ST,Gender-Neutral,444522,444522
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),All,66163,66163
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),All,367328,367328
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Home,450108,450108
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Home,578772,578772
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,49357,58370
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,68002,68674
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,61937,66361
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,379589,379589
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) All India ST Female-only,(including Supernumerary),343931,352860,343931,352860
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State SC Female-only,(including Supernumerary),584036,584036,584036,584036
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),89175,92865,89175,92865
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),93888,93888,93888,93888
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),104600,105128,104600,105128
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),356418,356418,356418,356418
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,EWS,96649,105415
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,SC,235939,237117
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,ST,415596,434333
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Home,State,OPEN,592289,612420
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OPEN,85372,94984
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,EWS,106202,110343
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OBC-NCL,95847,101629
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,SC,241687,247207
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,ST,460553,474937
"National Institute of Technology Agartala Production Engineering (4 Years,",Bachelor of,Technology) All India EWS Female-only,(including Supernumerary),122418,122418,122418,122418
"National Institute of Technology Agartala Production Engineering (4 Years,",Bachelor of,Technology) All India SC Female-only,(including Supernumerary),258710,260309,258710,260309
"National Institute of Technology Agartala Production Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),940601,940601,940601,940601
"National Institute of Technology Agartala Production Engineering (4 Years,",Bachelor of,Technology) Home State SC Female-only,(including Supernumerary),1122031,1122031,1122031,1122031
"National Institute of Technology Agartala Production Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),114770,121156,114770,121156
"National Institute of Technology Agartala Production Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),122706,122706,122706,122706
"National Institute of Technology Agartala Production Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),126665,135837,126665,135837
"National Institute of Technology Agartala Production Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),261432,261432,261432,261432
"National Institute of Technology Agartala Production Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),411946,411946,411946,411946
National Institute of Technology Calicut Architecture for DASA-Non CIWG,"(5 Years,",Bachelor of Architecture) DASA-Non CIWG,OPEN Gender-Neutral,19111,19111,19111,19111
"National Institute of Technology Calicut Bio Technology (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),66551,66551,66551,66551
"National Institute of Technology Calicut Bio Technology (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),68603,68603,68603,68603
"National Institute of Technology Calicut Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),60542,60542,60542,60542
"National Institute of Technology Calicut Chemical Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),191717,191717,191717,191717
"National Institute of Technology Calicut Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),50322,50322,50322,50322
"National Institute of Technology Calicut Civil Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),54464,54464,54464,54464
National Institute of Technology Calicut Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,8657,8657,8657,8657
National Institute of Technology Calicut Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN (PwD),Female-only,(including,797046,797046
National Institute of Technology Calicut Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,14405,14405,14405,14405
National Institute of Technology Calicut Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,9726,10124,9726,10124
National Institute of Technology Calicut Computer Science and Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,77929,77929,77929
National Institute of Technology Calicut Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,17819,17841,17819,17841
National Institute of Technology Calicut Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,22532,22532,22532,22532
National Institute of Technology Calicut Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,14464,14808,14464,14808
National Institute of Technology Calicut Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),25528,25528
National Institute of Technology Calicut Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,17909,18029,17909,18029
National Institute of Technology Calicut Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,80473,80473,80473,80473
National Institute of Technology Calicut Electrical and Electronics Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,162162,162162,162162
