Institute,Program,Degree,Quota,Category,Gender,Opening_Rank,Closing_Rank
National Institute of Technology Raipur Metallurgical and Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,67412,71294,67412,71294
National Institute of Technology Raipur Metallurgical and Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),121091,121091
National Institute of Technology Raipur Metallurgical and Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,70463,74576,70463,74576
National Institute of Technology Raipur Metallurgical and Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),126376,136212
"National Institute of Technology Raipur Mining Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),104715,112630,104715,112630
"National Institute of Technology Raipur Mining Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),132148,132148,132148,132148
"National Institute of Technology Raipur Mining Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),140349,141813,140349,141813
National Institute of Technology Sikkim Artificial Intelligence and Machine,Learning (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,41892,41892,42422
National Institute of Technology Sikkim Artificial Intelligence and Machine,Learning (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Gender-Neutral,44557,44557,49967
"National Institute of Technology Sikkim Civil Engineering (4 Years,",Bachelor of,Technology) All India OBC-NCL Female-only,(including Supernumerary),150976,150976,150976,150976
"National Institute of Technology Sikkim Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),148739,148739,148739,148739
"National Institute of Technology Sikkim Civil Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),158977,158977,158977,158977
National Institute of Technology Sikkim Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,31754,31754,31754,31754
National Institute of Technology Sikkim Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,37515,41523,37515,41523
National Institute of Technology Sikkim Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) All India,OBC-NCL Gender-Neutral,62569,62569,62569,62569
National Institute of Technology Sikkim Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,54258,56813,54258,56813
National Institute of Technology Sikkim Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,64319,65184,64319,65184
National Institute of Technology Sikkim Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),110065,110065
National Institute of Technology Sikkim Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),243688,243688
National Institute of Technology Sikkim Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,245561,245561,245561,245561
National Institute of Technology Sikkim Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,49155,49155,49155,49155
National Institute of Technology Sikkim Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,52586,52586,52586,52586
National Institute of Technology Sikkim Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),93631,93631
"National Institute of Technology Sikkim Mechanical Engineering (4 Years,",Bachelor of,Technology) All India OBC-NCL Female-only,(including Supernumerary),128118,128118,128118,128118
"National Institute of Technology Sikkim Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),113163,117323,113163,117323
"National Institute of Technology Sikkim Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),142957,142957,142957,142957
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) All India,OBC-NCL Gender-Neutral,119919,119919,119919,119919
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) All India,SC Gender-Neutral,233850,233850,233850,233850
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) All India,ST Gender-Neutral,460553,483091,460553,483091
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) All India,ST Female-only,(including,Supernumerary),741779,741779
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,100308,109600,100308,109600
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),189657,189899
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,113486,113486,113486,113486
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,120439,124447,120439,124447
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),190710,190710
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,251932,251932,251932,251932
National Institute of Technology Arunachal Pradesh Biosciences and Bioengineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,483828,483828,483828,483828
National Institute of Technology Arunachal Pradesh Civil Engineering (4,"Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),155902,155902,177861
National Institute of Technology Arunachal Pradesh Civil Engineering (4,"Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),181143,181143,181251
National Institute of Technology Arunachal Pradesh Computer Science and,Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Female-only,(including,78335,78335
National Institute of Technology Arunachal Pradesh Computer Science and,Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Gender-Neutral,54807,54807,54807
National Institute of Technology Arunachal Pradesh Computer Science and,Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Female-only,(including,85282,85282
National Institute of Technology Arunachal Pradesh Computer Science and,Engineering (4,"Years, Bachelor of Technology) Other",State SC,Gender-Neutral,155978,155978,155978
National Institute of Technology Arunachal Pradesh Electrical Engineering (4,"Years, Bachelor",of Technology) All India ST,Female-only (including,Supernumerary),444277,444277,444277
National Institute of Technology Arunachal Pradesh Electrical Engineering (4,"Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),96084,96084,96084
National Institute of Technology Arunachal Pradesh Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) All",India ST,Gender-Neutral,349213,349213,349643
National Institute of Technology Arunachal Pradesh Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) All",India ST,Female-only,(including,404165,553460
National Institute of Technology Arunachal Pradesh Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,59979,59979,61285
National Institute of Technology Arunachal Pradesh Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Female-only,(including,86049,86049
National Institute of Technology Arunachal Pradesh Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Gender-Neutral,62609,62609,65206
National Institute of Technology Arunachal Pradesh Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Gender-Neutral,62185,62185,62453
National Institute of Technology Arunachal Pradesh Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Female-only,(including,134403,134403
National Institute of Technology Arunachal Pradesh Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State ST,Gender-Neutral,351699,351699,364031
National Institute of Technology Arunachal Pradesh Mechanical Engineering (4,"Years, Bachelor",of Technology) All India ST,Female-only (including,Supernumerary),608490,608490,739237
National Institute of Technology Arunachal Pradesh Mechanical Engineering (4,"Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),148594,148594,148716
National Institute of Technology Arunachal Pradesh Mechanical Engineering (4,"Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),179209,179209,179209
National Institute of Technology Arunachal Pradesh Mechanical Engineering (4,"Years, Bachelor",of Technology) Other State SC,Female-only (including,Supernumerary),285901,285901,285901
"National Institute of Technology, Jamshedpur Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),21192,21192
"National Institute of Technology, Jamshedpur Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),55591,55591,55591,55591
"National Institute of Technology, Jamshedpur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,18343,18343,18343,18343
"National Institute of Technology, Jamshedpur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,22843,22843,22843,22843
"National Institute of Technology, Jamshedpur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,15292,15292,15292,15292
"National Institute of Technology, Jamshedpur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),28273,28273
"National Institute of Technology, Jamshedpur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,17374,17374,17374,17374
"National Institute of Technology, Jamshedpur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),35532,35532
"National Institute of Technology, Jamshedpur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,20632,21474,20632,21474
"National Institute of Technology, Jamshedpur Engineering and Computational Mechanics","(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),61254,61254
"National Institute of Technology, Jamshedpur Engineering and Computational Mechanics","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,24397,26960,24397,26960
"National Institute of Technology, Jamshedpur Engineering and Computational Mechanics","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,32425,32425,32425,32425
"National Institute of Technology, Jamshedpur Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),65759,65759,65759,65759
"National Institute of Technology, Jamshedpur Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,70911,70911,70911,70911
"National Institute of Technology, Jamshedpur Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,61774,63211,61774,63211
"National Institute of Technology, Jamshedpur Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,52502,52504,52502,52504
"National Institute of Technology, Jamshedpur Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),71249,71249
"National Institute of Technology, Jamshedpur Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,55324,55324,55324,55324
"National Institute of Technology, Jamshedpur Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,58443,60134,58443,60134
"National Institute of Technology, Jamshedpur Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),101955,101955
"National Institute of Technology, Jamshedpur Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,178223,178223,178223,178223
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),81009,81009
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,86296,86296,86296,86296
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,64335,68691,64335,68691
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,52419,52599,52419,52599
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),90098,90098
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,54428,55373,54428,55373
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),115784,115784
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,60108,61742,60108,61742
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),97324,99007
"National Institute of Technology, Jamshedpur Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,190703,190729,190703,190729
"National Institute of Technology, Kurukshetra Artificial Intelligence and Data",Science for,"DASA-CIWG (4 Years, Bachelor of",Technology) DASA-CIWG,OPEN,Gender-Neutral,763820,763820
"National Institute of Technology, Kurukshetra Artificial Intelligence and Machine",Learning (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,11912,11912,11912
"National Institute of Technology, Kurukshetra Artificial Intelligence and Machine",Learning (4,"Years, Bachelor of Technology) Other",State OPEN,Female-only,(including,21208,21208
"National Institute of Technology, Kurukshetra Artificial Intelligence and Machine",Learning for,"DASA-CIWG (4 Years, Bachelor of",Technology) DASA-CIWG,OPEN,Gender-Neutral,586946,586946
"National Institute of Technology, Kurukshetra Civil Engineering (4 Years,",Bachelor of,Technology) Home State OBC-NCL Female-only,(including Supernumerary),102155,102155,102155,102155
"National Institute of Technology, Kurukshetra Civil Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),85012,85012,85012,85012
"National Institute of Technology, Kurukshetra Civil Engineering (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Home State,OPEN,Gender-Neutral,59385,59385
"National Institute of Technology, Kurukshetra Civil Engineering (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Home State,OBC-NCL,Gender-Neutral,76026,76026
"National Institute of Technology, Kurukshetra Civil Engineering (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OPEN,Female-only (including Supernumerary),79643,79643
"National Institute of Technology, Kurukshetra Civil Engineering (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OBC-NCL,Gender-Neutral,55693,55693
"National Institute of Technology, Kurukshetra Computer Science and Engineering","(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,9605,9605,9605,9605
"National Institute of Technology, Kurukshetra Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,8831,8831,8831,8831
"National Institute of Technology, Kurukshetra Electrical Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),38998,38998,38998,38998
"National Institute of Technology, Kurukshetra Electrical Engineering (4 Years,",Bachelor of,Technology) Home State EWS Female-only,(including Supernumerary),39217,39217,39217,39217
"National Institute of Technology, Kurukshetra Electrical Engineering (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OPEN,Gender-Neutral,24866,24866
"National Institute of Technology, Kurukshetra Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,17578,17578,17578,17578
"National Institute of Technology, Kurukshetra Electronics and Communication Engineering","(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,30572,30572
"National Institute of Technology, Kurukshetra Industrial Internet of Things","(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,28047,28047,28047,28047
"National Institute of Technology, Kurukshetra Industrial Internet of Things","(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),35215,35215
"National Institute of Technology, Kurukshetra Industrial Internet of Things","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,30363,30363,30363,30363
"National Institute of Technology, Kurukshetra Industrial Internet of Things","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,39551,39551,39551,39551
"National Institute of Technology, Kurukshetra Industrial Internet of Things","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,25286,25286,25286,25286
"National Institute of Technology, Kurukshetra Industrial Internet of Things","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,27647,30182,27647,30182
"National Institute of Technology, Kurukshetra Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State EWS Female-only,(including Supernumerary),64424,64424,64424,64424
"National Institute of Technology, Kurukshetra Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),47237,47237,47237,47237
"National Institute of Technology, Kurukshetra Mechanical Engineering (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OBC-NCL,Gender-Neutral,43540,43540
"National Institute of Technology, Kurukshetra Microelectronics & VLSI Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,38515,38515,38515,38515
"National Institute of Technology, Kurukshetra Microelectronics & VLSI Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,19423,19912,19423,19912
"National Institute of Technology, Kurukshetra Microelectronics & VLSI Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,20988,20988,20988,20988
"National Institute of Technology, Kurukshetra Microelectronics & VLSI Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,24576,24576,24576,24576
"National Institute of Technology, Kurukshetra Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,43809,43809,43809,43809
"National Institute of Technology, Kurukshetra Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,53031,53031,53031,53031
"National Institute of Technology, Kurukshetra Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),88170,88170
"National Institute of Technology, Kurukshetra Production and Industrial Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,51841,52237,51841,52237
"National Institute of Technology, Kurukshetra SUSTAINABLE ENERGY TECHNOLOGIES (4","Years, Bachelor",of Technology) Home State OPEN,Female-only (including,Supernumerary),85764,85764,85764
"National Institute of Technology, Kurukshetra SUSTAINABLE ENERGY TECHNOLOGIES (4","Years, Bachelor",of Technology) Home State OBC-NCL,Female-only (including,Supernumerary),112779,112779,115429
"National Institute of Technology, Kurukshetra SUSTAINABLE ENERGY TECHNOLOGIES (4","Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),69456,69456,69456
"National Institute of Technology, Kurukshetra SUSTAINABLE ENERGY TECHNOLOGIES (4","Years, Bachelor",of Technology) Other State EWS,Female-only (including,Supernumerary),85113,85113,85113
"National Institute of Technology, Kurukshetra SUSTAINABLE ENERGY TECHNOLOGIES (4","Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),78060,78060,78060
"National Institute of Technology, Manipur Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),174160,190031,174160,190031
"National Institute of Technology, Manipur Civil Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),205447,205447,205447,205447
"National Institute of Technology, Manipur Computer Science and Engineering","(4 Years,",Bachelor of Technology) All India,EWS Gender-Neutral,50767,50767,50767,50767
"National Institute of Technology, Manipur Computer Science and Engineering","(4 Years,",Bachelor of Technology) All India,EWS Female-only,(including,Supernumerary),93716,93716
"National Institute of Technology, Manipur Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,44634,45298,44634,45298
"National Institute of Technology, Manipur Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,56677,56677,56677,56677
"National Institute of Technology, Manipur Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),101625,101625
"National Institute of Technology, Manipur Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,59400,59578,59400,59578
"National Institute of Technology, Manipur Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),88783,89152
"National Institute of Technology, Manipur Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),218971,218971
"National Institute of Technology, Manipur Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),122495,142643,122495,142643
"National Institute of Technology, Manipur Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),146944,146944,146944,146944
"National Institute of Technology, Manipur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) All India,EWS Gender-Neutral,71216,71451,71216,71451
"National Institute of Technology, Manipur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) All India,OBC-NCL Gender-Neutral,69027,71192,69027,71192
"National Institute of Technology, Manipur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,63661,65416,63661,65416
"National Institute of Technology, Manipur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),97738,97738
"National Institute of Technology, Manipur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,75078,75544,75078,75544
"National Institute of Technology, Manipur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,72459,77380,72459,77380
"National Institute of Technology, Manipur Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),99076,99076
"National Institute of Technology, Manipur Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),167680,172745,167680,172745
"National Institute of Technology, Manipur Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),184823,184823,184823,184823
"National Institute of Technology, Manipur Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),292064,292064,292064,292064
"National Institute of Technology, Mizoram Chemical Science and Technology","(4 Years,",Bachelor of Technology) All India,OPEN Gender-Neutral,104512,104512,104512,104512
"National Institute of Technology, Mizoram Chemical Science and Technology","(4 Years,",Bachelor of Technology) All India,OPEN Female-only,(including,Supernumerary),144044,144044
"National Institute of Technology, Mizoram Chemical Science and Technology","(4 Years,",Bachelor of Technology) All India,OBC-NCL Gender-Neutral,114860,114860,114860,114860
"National Institute of Technology, Mizoram Chemical Science and Technology","(4 Years,",Bachelor of Technology) All India,SC Gender-Neutral,249658,249658,249658,249658
"National Institute of Technology, Mizoram Chemical Science and Technology","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,104725,105393,104725,105393
"National Institute of Technology, Mizoram Chemical Science and Technology","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),187149,187149
"National Institute of Technology, Mizoram Chemical Science and Technology","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,128336,128336,128336,128336
"National Institute of Technology, Mizoram Chemical Science and Technology","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),243179,243179
"National Institute of Technology, Mizoram Civil Engineering (4 Years,",Bachelor of,Technology) All India OPEN Female-only,(including Supernumerary),171560,171560,171560,171560
"National Institute of Technology, Mizoram Civil Engineering (4 Years,",Bachelor of,Technology) All India OBC-NCL Female-only,(including Supernumerary),251506,251506,251506,251506
"National Institute of Technology, Mizoram Civil Engineering (4 Years,",Bachelor of,Technology) All India SC Female-only,(including Supernumerary),297838,297838,297838,297838
"National Institute of Technology, Mizoram Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),201596,201596,201596,201596
"National Institute of Technology, Mizoram Civil Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),205239,205239,205239,205239
"National Institute of Technology, Mizoram Civil Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),262076,262076,262076,262076
"National Institute of Technology, Mizoram Computer Science and Engineering","(4 Years,",Bachelor of Technology) All India,OBC-NCL Gender-Neutral,62136,62136,62136,62136
"National Institute of Technology, Mizoram Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),99763,99763
"National Institute of Technology, Mizoram Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,64177,64270,64177,64270
"National Institute of Technology, Mizoram Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,176183,176183,176183,176183
"National Institute of Technology, Mizoram Computer Science and Engineering","(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),212812,212812
"National Institute of Technology, Mizoram Electrical Engineering (4 Years,",Bachelor of,Technology) All India OPEN Female-only,(including Supernumerary),156239,160696,156239,160696
"National Institute of Technology, Mizoram Electrical Engineering (4 Years,",Bachelor of,Technology) All India OBC-NCL Female-only,(including Supernumerary),178304,178304,178304,178304
"National Institute of Technology, Mizoram Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),164975,164975,164975,164975
"National Institute of Technology, Mizoram Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),184592,184592,184592,184592
"National Institute of Technology, Mizoram Electrical Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),607019,607019,607019,607019
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) All India,EWS Gender-Neutral,78618,78618,78618,78618
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) All India,EWS Female-only,(including,Supernumerary),129752,129752
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) All India,OBC-NCL Gender-Neutral,75559,81595,75559,81595
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) All India,OBC-NCL Female-only,(including,Supernumerary),121364,121364
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) All India,SC Gender-Neutral,191980,191980,191980,191980
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) All India,ST Gender-Neutral,344607,344607,344607,344607
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,69867,74136,69867,74136
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),117982,117982
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,81721,81721,81721,81721
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),136436,136436
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,82162,84037,82162,84037
"National Institute of Technology, Mizoram Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,206430,210444,206430,210444
